conta_contabil;orgao;uniorcam;saldo_anterior_debito;saldo_anterior_credito;movimentacao_debito;movimentacao_credito;saldo_atual_debito;saldo_atual_credito;especificacao;tipo_nivel;numero_nivel;obsoleto1;escrituracao;natureza_informacao;indicador_superavit_financeiro;recurso_vinculado;complemento_recurso_vinculado;fonte_recurso_stn;acompanhamento_execucao_orcamentaria;data_inicial;data_final;data_geracao;cnpj;entidade;arquivo
2.1.8.9.1.14.00.00.00.00.00.000;02;0201;0,00;0,00;137.758,89;171.128,01;0,00;33.369,12;"CONSORCIOS A PAGAR";S;06;F;N;P;F;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
2.1.8.9.1.14.01.00.00.00.00.000;02;0201;0,00;0,00;21.214,47;54.583,59;0,00;33.369,12;"CONSORCIOS A PAGAR (P)";A;07;F;S;P;P;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
2.1.8.9.1.14.02.00.00.00.00.000;02;0201;0,00;0,00;116.544,42;116.544,42;0,00;0,00;"CONSORCIOS A PAGAR (F)";A;07;F;S;P;F;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
2.1.8.9.4.00.00.00.00.00.00.000;02;0201;0,00;65.563,20;65.563,20;0,00;0,00;0,00;"OUTRAS OBRIGACOES A CURTO PRAZO - INTER OFSS ESTADO";S;05;F;N;P;F;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
2.1.8.9.4.99.03.00.00.00.00.000;02;0201;0,00;65.563,20;65.563,20;0,00;0,00;0,00;"FEAPER - RS PROGRAMA TROCA TROCA (P)";A;07;F;S;P;P;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
2.2.0.0.0.00.00.00.00.00.00.000;02;0201;0,00;27.026.964,76;0,00;0,00;0,00;27.026.964,76;"PASSIVO NAO-CIRCULANTE";S;02;F;N;P;F;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
2.2.2.0.0.00.00.00.00.00.00.000;02;0201;0,00;407.407,42;0,00;0,00;0,00;407.407,42;"EMPRESTIMOS E FINANCIAMENTOS A LONGO PRAZO";S;03;F;N;P;F;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
2.2.2.3.0.00.00.00.00.00.00.000;02;0201;0,00;407.407,42;0,00;0,00;0,00;407.407,42;"FINANCIAMENTOS A LONGO PRAZO - INTERNO";S;04;P;N;P;F;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
2.2.2.3.1.00.00.00.00.00.00.000;02;0201;0,00;407.407,42;0,00;0,00;0,00;407.407,42;"FINANCIAMENTOS A LONGO PRAZO- INTERNO - CONSOLIDACAO";S;05;P;N;P;F;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
2.2.2.3.1.01.00.00.00.00.00.000;02;0201;0,00;407.407,42;0,00;0,00;0,00;407.407,42;"FINANCIAMENTOS INTERNOS";S;06;P;N;P;P;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
2.2.2.3.1.01.01.00.00.00.00.000;02;0201;0,00;407.407,42;0,00;0,00;0,00;407.407,42;"FINANCIAMENTOS DO ATIVO PERMANENTE";S;07;P;N;P;F;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
2.2.2.3.1.01.01.01.00.00.00.000;02;0201;0,00;407.407,42;0,00;0,00;0,00;407.407,42;"FINANCIAMENTO BANCO DO BRASIL CONTRATO 21/01794-8 A PAGAR (P)";A;08;P;S;P;P;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
2.2.7.0.0.00.00.00.00.00.00.000;02;0201;0,00;26.519.557,34;0,00;0,00;0,00;26.519.557,34;"PROVISOES A LONGO PRAZO";S;03;P;N;P;P;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
2.2.7.2.0.00.00.00.00.00.00.000;02;0201;0,00;26.519.557,34;0,00;0,00;0,00;26.519.557,34;"PROVISOES MATEMATICAS PREVIDENCIARIAS A LONGO PRAZO";S;04;P;N;P;P;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
2.2.7.2.1.00.00.00.00.00.00.000;02;0201;0,00;26.519.557,34;0,00;0,00;0,00;26.519.557,34;"PROVISOES MATEMATICAS PREVIDENCIARIAS A LONGO PRAZO - CONSOLIDACAO";S;05;P;N;P;P;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
2.2.7.2.1.03.00.00.00.00.00.000;02;0201;0,00;8.567.535,94;0,00;0,00;0,00;8.567.535,94;"FUNDO EM CAPITALIZACAO - PROVISOES DE BENEFICIOS CONCEDIDOS";S;06;P;N;P;P;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
2.2.7.2.1.03.01.00.00.00.00.000;10;1001;0,00;9.814.339,07;0,00;0,00;0,00;9.814.339,07;"APOSENTADORIAS/PENSOES/OUTROS BENEFICIOS CONCEDIDOS DO FUNDO EM CAPITALIZACAO DO RPPS";A;07;P;S;P;P;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
2.2.7.2.1.03.03.00.00.00.00.000;10;1001;227.238,95;0,00;0,00;0,00;227.238,95;0,00;"(-) CONTRIBUICOES DO APOSENTADO PARA O FUNDO EM CAPITALIZACAO DO RPPS";A;07;P;S;P;P;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
2.2.7.2.1.03.05.00.00.00.00.000;10;1001;1.019.564,18;0,00;0,00;0,00;1.019.564,18;0,00;"(-) COMPENSACAO PREVIDENCIARIA DO FUNDO EM CAPITALIZACAO DO RPPS";A;07;P;S;P;P;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
2.2.7.2.1.04.00.00.00.00.00.000;02;0201;0,00;15.530.435,35;0,00;0,00;0,00;15.530.435,35;"FUNDO EM CAPITALIZACAO - PROVISOES DE BENEFICIOS A CONCEDER";S;06;P;N;P;P;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
2.2.7.2.1.04.01.00.00.00.00.000;10;1001;0,00;35.758.241,34;0,00;0,00;0,00;35.758.241,34;"APOSENTADORIAS/PENSOES/OUTROS BENEFICIOS A CONCEDER DO FUNDO EM CAPITALIZACAO DO RPPS";A;07;P;S;P;P;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
2.2.7.2.1.04.02.00.00.00.00.000;10;1001;10.143.596,94;0,00;0,00;0,00;10.143.596,94;0,00;"(-) CONTRIBUICOES DO ENTE PARA O FUNDO EM CAPITALIZACAO DO RPPS";A;07;P;S;P;P;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
2.2.7.2.1.04.03.00.00.00.00.000;10;1001;7.969.969,02;0,00;0,00;0,00;7.969.969,02;0,00;"(-) CONTRIBUICOES DO ATIVO PARA O FUNDO EM CAPITALIZACAO DO RPPS";A;07;P;S;P;P;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
2.2.7.2.1.04.04.00.00.00.00.000;10;1001;2.114.240,03;0,00;0,00;0,00;2.114.240,03;0,00;"(-) COMPENSACAO PREVIDENCIARIA DO FUNDO EM CAPITALIZACAO DO RPPS";A;07;P;S;P;P;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
2.2.7.2.1.07.00.00.00.00.00.000;02;0201;0,00;2.421.586,05;0,00;0,00;0,00;2.421.586,05;"PROVISOES ATUARIAIS PARA AJUSTES DO FUNDO EM CAPITALIZACAO";S;06;P;N;P;P;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
2.2.7.2.1.07.01.00.00.00.00.000;10;1001;0,00;2.421.586,05;0,00;0,00;0,00;2.421.586,05;"AJUSTE DE RESULTADO ATUARIAL SUPERAVITARIO";A;07;P;S;P;P;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
2.2.8.0.0.00.00.00.00.00.00.000;02;0201;0,00;100.000,00;0,00;0,00;0,00;100.000,00;"DEMAIS OBRIGACOES A LONGO PRAZO";S;03;P;N;P;F;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
2.2.8.9.0.00.00.00.00.00.00.000;02;0201;0,00;100.000,00;0,00;0,00;0,00;100.000,00;"OUTRAS OBRIGACOES A LONGO PRAZO";S;04;P;N;P;F;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
2.2.8.9.1.00.00.00.00.00.00.000;02;0201;0,00;100.000,00;0,00;0,00;0,00;100.000,00;"OUTRAS OBRIGACOES A LONGO PRAZO - CONSOLIDACAO";S;05;P;N;P;F;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
2.2.8.9.1.00.02.00.00.00.00.000;02;0201;0,00;100.000,00;0,00;0,00;0,00;100.000,00;"CESSAO DE USO TRATOR ESTADO LEI 1117/2018 (P)";A;07;P;S;P;P;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
2.3.0.0.0.00.00.00.00.00.00.000;02;0201;0,00;57.330.751,40;40.335.310,52;40.153.272,69;0,00;57.148.713,57;"PATRIMONIO LIQUIDO";S;02;P;N;P;F;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
2.3.4.0.0.00.00.00.00.00.00.000;02;0201;0,00;933.427,90;0,00;0,00;0,00;933.427,90;"AJUSTES DE AVALIACAO PATRIMONIAL";S;03;P;N;P;F;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
2.3.4.1.0.00.00.00.00.00.00.000;02;0201;0,00;933.427,90;0,00;0,00;0,00;933.427,90;"AJUSTES DE AVALIACAO PATRIMONIAL DE ATIVOS";S;04;P;N;P;F;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
2.3.4.1.1.00.00.00.00.00.00.000;02;0201;0,00;933.427,90;0,00;0,00;0,00;933.427,90;"AJUSTES DE AVALIACAO PATRIMONIAL DE ATIVOS - CONSOLIDACAO";S;05;P;N;P;P;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
2.3.4.1.1.01.00.00.00.00.00.000;02;0201;0,00;933.427,90;0,00;0,00;0,00;933.427,90;"AJUSTES DE AVALIACAO PATRIMONIAL DE ATIVOS";A;06;P;S;P;P;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
2.3.7.0.0.00.00.00.00.00.00.000;02;0201;0,00;56.397.323,50;40.335.310,52;40.153.272,69;0,00;56.215.285,67;"RESULTADOS ACUMULADOS";S;03;P;N;P;;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
2.3.7.1.0.00.00.00.00.00.00.000;02;0201;0,00;56.397.323,50;40.335.310,52;40.153.272,69;0,00;56.215.285,67;"SUPERAVITS OU DEFICITS ACUMULADOS";S;04;P;N;P;;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
2.3.7.1.1.00.00.00.00.00.00.000;02;0201;1.045.481,69;0,00;15.595.271,00;15.413.233,17;1.227.519,52;0,00;"SUPERAVITS OU DEFICITS ACUMULADOS - CONSOLIDACAO";S;05;P;N;P;;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
2.3.7.1.1.01.00.00.00.00.00.000;02;0201;14.576.561,69;0,00;0,00;14.576.561,69;0,00;0,00;"SUPERAVITS OU DEFICITS DO EXERCICIO";A;06;P;S;P;;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
2.3.7.1.1.01.00.00.00.00.00.000;10;1001;810.186,69;0,00;0,00;810.186,69;0,00;0,00;"SUPERAVITS OU DEFICITS DO EXERCICIO";A;06;P;S;P;;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
2.3.7.1.1.02.00.00.00.00.00.000;02;0201;0,00;16.067.635,99;14.603.046,48;0,00;0,00;1.464.589,51;"SUPERAVITS OU DEFICITS DE EXERCICIOS ANTERIORES";A;06;P;S;P;;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
2.3.7.1.1.02.00.00.00.00.00.000;10;1001;1.699.884,51;0,00;810.186,69;0,00;2.510.071,20;0,00;"SUPERAVITS OU DEFICITS DE EXERCICIOS ANTERIORES";A;06;P;S;P;;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
2.3.7.1.1.03.00.00.00.00.00.000;02;0201;26.484,79;0,00;182.037,83;26.484,79;182.037,83;0,00;"AJUSTES DE EXERCICIOS ANTERIORES";A;06;P;S;P;;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
2.3.7.1.2.00.00.00.00.00.00.000;02;0201;891.917,69;0,00;2.075.457,14;2.075.457,14;891.917,69;0,00;"SUPERAVITS OU DEFICITS ACUMULADOS - INTRA OFSS";S;05;P;N;P;;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
2.3.7.1.2.01.00.00.00.00.00.000;02;0201;1.185.432,89;0,00;0,00;1.185.432,89;0,00;0,00;"SUPERAVITS OU DEFICITS DO EXERCICIO";A;06;P;S;P;;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
2.3.7.1.2.01.00.00.00.00.00.000;10;1001;0,00;890.024,25;890.024,25;0,00;0,00;0,00;"SUPERAVITS OU DEFICITS DO EXERCICIO";A;06;P;S;P;;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
2.3.7.1.2.02.00.00.00.00.00.000;02;0201;2.387.930,02;0,00;1.185.432,89;0,00;3.573.362,91;0,00;"SUPERAVITS OU DEFICITS DE EXERCICIOS ANTERIORES";A;06;P;S;P;;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
2.3.7.1.2.02.00.00.00.00.00.000;10;1001;0,00;1.791.420,97;0,00;890.024,25;0,00;2.681.445,22;"SUPERAVITS OU DEFICITS DE EXERCICIOS ANTERIORES";A;06;P;S;P;;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
2.3.7.1.3.00.00.00.00.00.00.000;02;0201;0,00;27.749.266,14;10.468.873,95;10.468.873,95;0,00;27.749.266,14;"SUPERAVITS OU DEFICITS ACUMULADOS - INTER OFSS - UNIAO";S;05;P;N;P;;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
2.3.7.1.3.01.00.00.00.00.00.000;02;0201;0,00;10.389.036,39;10.389.036,39;0,00;0,00;0,00;"SUPERAVITS OU DEFICITS DO EXERCICIO";A;06;P;S;P;;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
2.3.7.1.3.01.00.00.00.00.00.000;10;1001;79.837,56;0,00;0,00;79.837,56;0,00;0,00;"SUPERAVITS OU DEFICITS DO EXERCICIO";A;06;P;S;P;;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
2.3.7.1.3.02.00.00.00.00.00.000;02;0201;0,00;17.533.075,31;0,00;10.389.036,39;0,00;27.922.111,70;"SUPERAVITS OU DEFICITS DE EXERCICIOS ANTERIORES";A;06;P;S;P;;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
2.3.7.1.3.02.00.00.00.00.00.000;10;1001;93.008,00;0,00;79.837,56;0,00;172.845,56;0,00;"SUPERAVITS OU DEFICITS DE EXERCICIOS ANTERIORES";A;06;P;S;P;;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
2.3.7.1.4.00.00.00.00.00.00.000;02;0201;0,00;30.475.456,74;12.195.708,43;12.195.708,43;0,00;30.475.456,74;"SUPERAVITS OU DEFICITS ACUMULADOS - INTER OFSS - ESTADO";S;05;P;N;P;;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
2.3.7.1.4.01.00.00.00.00.00.000;02;0201;0,00;12.195.708,43;12.195.708,43;0,00;0,00;0,00;"SUPERAVITS OU DEFICITS DO EXERCICIO";A;06;P;S;P;;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
2.3.7.1.4.02.00.00.00.00.00.000;02;0201;0,00;18.279.748,31;0,00;12.195.708,43;0,00;30.475.456,74;"SUPERAVITS OU DEFICITS DE EXERCICIOS ANTERIORES";A;06;P;S;P;;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
2.3.7.1.5.00.00.00.00.00.00.000;02;0201;0,00;110.000,00;0,00;0,00;0,00;110.000,00;"SUPERAVITS OU DEFICITS ACUMULADOS - INTER OFSS - MUNICIPIO";S;05;P;N;P;;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
2.3.7.1.5.02.00.00.00.00.00.000;02;0201;0,00;110.000,00;0,00;0,00;0,00;110.000,00;"SUPERAVITS OU DEFICITS DE EXERCICIOS ANTERIORES";A;06;P;S;P;;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
3.0.0.0.0.00.00.00.00.00.00.000;02;0201;0,00;0,00;13.570.613,34;1.126.022,78;12.444.590,56;0,00;"VARIACAO PATRIMONIAL DIMINUTIVA";S;01;C;N;P;;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
3.1.0.0.0.00.00.00.00.00.00.000;02;0201;0,00;0,00;4.453.720,84;0,02;4.453.720,82;0,00;"PESSOAL E ENCARGOS";S;02;F;N;P;;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
3.1.1.0.0.00.00.00.00.00.00.000;02;0201;0,00;0,00;3.789.378,22;0,00;3.789.378,22;0,00;"REMUNERACAO A PESSOAL";S;03;F;N;P;;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
3.1.1.1.0.00.00.00.00.00.00.000;02;0201;0,00;0,00;3.145.878,29;0,00;3.145.878,29;0,00;"REMUNERACAO A PESSOAL ATIVO CIVIL – ABRANGIDOS PELO RPPS";S;04;F;N;P;;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
3.1.1.1.1.00.00.00.00.00.00.000;02;0201;0,00;0,00;3.145.878,29;0,00;3.145.878,29;0,00;"REMUNERACAO A PESSOAL ATIVO CIVIL – ABRANGIDOS PELO RPPS  - CONSOLIDACAO";S;05;F;N;P;;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
3.1.1.1.1.01.00.00.00.00.00.000;02;0201;0,00;0,00;3.087.877,38;0,00;3.087.877,38;0,00;"VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL - RPPS";S;06;F;N;P;;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
3.1.1.1.1.01.01.00.00.00.00.000;02;0201;0,00;0,00;2.121.106,74;0,00;2.121.106,74;0,00;"VENCIMENTOS E SALARIOS";A;07;F;S;P;;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
3.1.1.1.1.01.03.00.00.00.00.000;02;0201;0,00;0,00;33.183,80;0,00;33.183,80;0,00;INCORPORACOES;A;07;F;S;P;;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
3.1.1.1.1.01.16.00.00.00.00.000;02;0201;0,00;0,00;53.600,42;0,00;53.600,42;0,00;"GRATIFICACAO POR EXERCICIO DE FUNCOES";A;07;F;S;P;;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
3.1.1.1.1.01.18.00.00.00.00.000;02;0201;0,00;0,00;172.690,35;0,00;172.690,35;0,00;"GRATIFICACAO DE TEMPO DE SERVICO";A;07;F;S;P;;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
3.1.1.1.1.01.19.00.00.00.00.000;02;0201;0,00;0,00;117.659,14;0,00;117.659,14;0,00;"GRATIFICACOES ESPECIAIS";A;07;F;S;P;;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
3.1.1.1.1.01.21.00.00.00.00.000;02;0201;0,00;0,00;9.507,70;0,00;9.507,70;0,00;"FERIAS VENCIDAS E PROPORCIONAIS";A;07;F;S;P;;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
3.1.1.1.1.01.22.00.00.00.00.000;02;0201;0,00;0,00;226.212,08;0,00;226.212,08;0,00;"13. SALARIO";A;07;F;S;P;;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
3.1.1.1.1.01.22.00.00.00.00.000;10;1001;0,00;0,00;27.680,52;0,00;27.680,52;0,00;"13. SALARIO";A;07;F;S;P;;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
3.1.1.1.1.01.24.00.00.00.00.000;02;0201;0,00;0,00;72.636,42;0,00;72.636,42;0,00;"FERIAS – ABONO CONSTITUCIONAL";A;07;F;S;P;;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
3.1.1.1.1.01.31.00.00.00.00.000;02;0201;0,00;0,00;67.016,00;0,00;67.016,00;0,00;SUBSIDIOS;A;07;F;S;P;;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
3.1.1.1.1.01.99.00.00.00.00.000;02;0201;0,00;0,00;183.373,29;0,00;183.373,29;0,00;"OUTROS VENCIMENTOS E VANTAGENS FIXAS – PESSOAL CIVIL RPPS";A;07;F;S;P;;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
