conta_contabil;orgao;uniorcam;saldo_anterior_debito;saldo_anterior_credito;movimentacao_debito;movimentacao_credito;saldo_atual_debito;saldo_atual_credito;especificacao;tipo_nivel;numero_nivel;obsoleto1;escrituracao;natureza_informacao;indicador_superavit_financeiro;recurso_vinculado;complemento_recurso_vinculado;fonte_recurso_stn;acompanhamento_execucao_orcamentaria;data_inicial;data_final;data_geracao;cnpj;entidade;arquivo
3.3.2.3.1.31.00.00.00.00.00.000;02;0201;0,00;0,00;391.109,97;0,00;391.109,97;0,00;"SERVICO MEDICO-HOSPITALAR,ODONTOLOGICO E LABORATORIAL";A;06;F;S;P;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
3.3.2.3.1.32.00.00.00.00.00.000;02;0201;0,00;0,00;956,15;0,00;956,15;0,00;"SERVICOS BANCARIOS";A;06;F;S;P;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
3.3.2.3.1.35.00.00.00.00.00.000;02;0201;0,00;0,00;6.570,00;0,00;6.570,00;0,00;"SERVICOS DE ASSISTENCIA SOCIAL";A;06;F;S;P;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
3.3.2.3.1.36.00.00.00.00.00.000;02;0201;0,00;0,00;800,00;0,00;800,00;0,00;"SERVICOS DE AUDIO VIDEO E FOTO";A;06;F;S;P;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
3.3.2.3.1.46.00.00.00.00.00.000;02;0201;0,00;0,00;1.065,00;0,00;1.065,00;0,00;"SERVICOS GRAFICOS E EDITORIAIS";A;06;F;S;P;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
3.3.2.3.1.51.00.00.00.00.00.000;02;0201;0,00;0,00;159.656,82;0,00;159.656,82;0,00;"SERVICOS TECNICOS PROFISSIONAIS - PJ";A;06;F;S;P;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
3.3.2.3.1.52.00.00.00.00.00.000;02;0201;0,00;0,00;1.033,42;0,00;1.033,42;0,00;"TAXA DE ADMINISTRACAO";A;06;F;S;P;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
3.3.2.3.1.56.00.00.00.00.00.000;02;0201;0,00;0,00;3.397,77;0,00;3.397,77;0,00;"PASSAGENS E DESPESAS COM LOCOMOCAO";A;06;F;S;P;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
3.3.2.3.1.99.00.00.00.00.00.000;02;0201;0,00;0,00;270.049,65;0,00;270.049,65;0,00;"OUTROS SERVICOS TERCEIROS - PJ";S;06;F;N;P;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
3.3.2.3.1.99.02.00.00.00.00.000;02;0201;0,00;0,00;13.995,54;0,00;13.995,54;0,00;"ASSOCIACOES, FEDERACOES E CONFEDERACOES";A;07;F;S;P;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
3.3.2.3.1.99.50.00.00.00.00.000;02;0201;0,00;0,00;42.149,22;0,00;42.149,22;0,00;"TRANSPORTE ESCOLAR";A;07;F;S;P;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
3.3.2.3.1.99.51.00.00.00.00.000;02;0201;0,00;0,00;80.053,87;0,00;80.053,87;0,00;"SERVICOS DE LIMPEZA E CONSERVACAO";A;07;F;S;P;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
3.3.2.3.1.99.52.00.00.00.00.000;02;0201;0,00;0,00;3.400,08;0,00;3.400,08;0,00;"LOCACAO DE TRANSPORTE - PROJETOS SOCIAIS";A;07;F;S;P;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
3.3.2.3.1.99.53.00.00.00.00.000;02;0201;0,00;0,00;5.520,00;0,00;5.520,00;0,00;"SERVICOS PROFISSIONAIS DE ASSISTENTE SOCIAL";A;07;F;S;P;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
3.3.2.3.1.99.54.00.00.00.00.000;02;0201;0,00;0,00;8.706,90;0,00;8.706,90;0,00;"SERVICOS DE TRANSPORTES - DIVERSOS";A;07;F;S;P;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
3.3.2.3.1.99.55.00.00.00.00.000;02;0201;0,00;0,00;24.211,36;0,00;24.211,36;0,00;"LOCACAO TRANSPORTE APAE";A;07;F;S;P;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
3.3.2.3.1.99.56.00.00.00.00.000;02;0201;0,00;0,00;2.702,56;0,00;2.702,56;0,00;"MULTA POR ATRASO NO ENVIO DE INFORMACOES";A;07;F;S;P;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
3.3.2.3.1.99.57.00.00.00.00.000;02;0201;0,00;0,00;87.360,12;0,00;87.360,12;0,00;"SERVICOS DE HORAS MAQUINA";A;07;F;S;P;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
3.3.2.3.1.99.58.00.00.00.00.000;02;0201;0,00;0,00;1.950,00;0,00;1.950,00;0,00;"SERVICO DE SOCORRO E SALVAMENTO";A;07;F;S;P;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
3.3.3.0.0.00.00.00.00.00.00.000;02;0201;0,00;0,00;996.266,97;0,00;996.266,97;0,00;"DEPRECIACAO, AMORTIZACAO E EXAUSTAO";S;03;F;N;P;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
3.3.3.1.0.00.00.00.00.00.00.000;02;0201;0,00;0,00;996.266,97;0,00;996.266,97;0,00;DEPRECIACAO;S;04;F;N;P;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
3.3.3.1.1.00.00.00.00.00.00.000;02;0201;0,00;0,00;996.266,97;0,00;996.266,97;0,00;"DEPRECIACAO - CONSOLIDACAO";S;05;F;N;P;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
3.3.3.1.1.01.00.00.00.00.00.000;02;0201;0,00;0,00;996.266,97;0,00;996.266,97;0,00;"DEPRECIACAO DE IMOBILIZADO";S;06;F;N;P;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
3.3.3.1.1.01.01.00.00.00.00.000;02;0201;0,00;0,00;438.238,76;0,00;438.238,76;0,00;"DEPRECIACAO DE BENS MOVEIS";A;07;F;S;P;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
3.3.3.1.1.01.02.00.00.00.00.000;02;0201;0,00;0,00;558.028,21;0,00;558.028,21;0,00;"DEPRECIACAO DE BENS IMOVEIS";A;07;F;S;P;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
3.4.0.0.0.00.00.00.00.00.00.000;02;0201;0,00;0,00;36.387,37;0,00;36.387,37;0,00;"VARIACOES PATRIMONIAIS DIMINUTIVAS FINANCEIRAS";S;02;F;N;P;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
3.4.1.0.0.00.00.00.00.00.00.000;02;0201;0,00;0,00;32.761,23;0,00;32.761,23;0,00;"JUROS E ENCARGOS DE EMPRESTIMOS E FINANCIAMENTOS OBTIDOS";S;03;F;N;P;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
3.4.1.1.0.00.00.00.00.00.00.000;02;0201;0,00;0,00;32.761,23;0,00;32.761,23;0,00;"JUROS E ENCARGOS DA DIVIDA CONTRATUAL INTERNA";S;04;F;N;P;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
3.4.1.1.1.00.00.00.00.00.00.000;02;0201;0,00;0,00;32.761,23;0,00;32.761,23;0,00;"JUROS E ENCARGOS DA DIVIDA CONTRATUAL INTERNA - CONSOLIDACAO";S;05;F;N;P;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
3.4.1.1.1.01.00.00.00.00.00.000;02;0201;0,00;0,00;32.761,23;0,00;32.761,23;0,00;"JUROS DA DIVIDA CONTRATADA COM INSTITUICOES FINANCEIRAS";A;06;F;S;P;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
3.4.5.0.0.00.00.00.00.00.00.000;02;0201;0,00;0,00;3.626,14;0,00;3.626,14;0,00;"REMUNERACAO NEGATIVA DE DEPOSITOS BANCARIOS E APLICACOES FINANCEIRAS";S;03;F;N;P;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
3.4.5.1.0.00.00.00.00.00.00.000;02;0201;0,00;0,00;2,58;0,00;2,58;0,00;"REMUNERACAO NEGATIVA DE DEPOSITOS BANCARIOS";S;04;F;N;P;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
3.4.5.1.1.00.00.00.00.00.00.000;02;0201;0,00;0,00;2,58;0,00;2,58;0,00;"REMUNERACAO NEGATIVA DE DEPOSITOS BANCARIOS - CONSOLIDACAO";A;05;F;S;P;;0000;3110;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
3.4.5.2.0.00.00.00.00.00.00.000;02;0201;0,00;0,00;3.623,56;0,00;3.623,56;0,00;"REMUNERACAO NEGATIVA DE APLICACOES FINANCEIRAS";S;04;F;N;P;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
3.4.5.2.1.00.00.00.00.00.00.000;10;1001;0,00;0,00;3.623,56;0,00;3.623,56;0,00;"REMUNERACAO NEGATIVA DE APLICACOES FINANCEIRAS - CONSOLIDACAO";A;05;F;S;P;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
3.5.0.0.0.00.00.00.00.00.00.000;02;0201;0,00;0,00;1.855.846,46;67.199,00;1.788.647,46;0,00;"TRANSFERENCIAS E DELEGACOES CONCEDIDAS";S;02;F;N;P;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
3.5.1.0.0.00.00.00.00.00.00.000;02;0201;0,00;0,00;138.000,00;0,00;138.000,00;0,00;"TRANSFERENCIAS INTRAGOVERNAMENTAIS";S;03;F;N;P;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
3.5.1.1.0.00.00.00.00.00.00.000;02;0201;0,00;0,00;138.000,00;0,00;138.000,00;0,00;"TRANSFERENCIAS CONCEDIDAS PARA A EXECUCAO ORCAMENTARIA";S;04;F;N;P;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
3.5.1.1.2.00.00.00.00.00.00.000;02;0201;0,00;0,00;138.000,00;0,00;138.000,00;0,00;"TRANSFERENCIAS CONCEDIDAS PARA A   EXECUCAO ORCAMENTARIA – INTRA OFSS";S;05;F;N;P;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
3.5.1.1.2.02.01.01.00.00.00.000;02;0201;0,00;0,00;138.000,00;0,00;138.000,00;0,00;"REPASSE FINANCEIRO CONCEDIDO PARA OUTRA ENTIDADE - RECURSO LIVRE";A;08;F;S;P;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
3.5.2.0.0.00.00.00.00.00.00.000;02;0201;0,00;0,00;1.682.394,46;42.799,00;1.639.595,46;0,00;"TRANSFERENCIAS INTER GOVERNAMENTAIS";S;03;F;N;P;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
3.5.2.1.0.00.00.00.00.00.00.000;02;0201;0,00;0,00;300,69;0,00;300,69;0,00;"DISTRIBUICAO CONSTITUCIONAL OU LEGAL DE RECEITAS";S;04;F;N;P;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
3.5.2.1.3.00.00.00.00.00.00.000;02;0201;0,00;0,00;300,69;0,00;300,69;0,00;"DISTRIBUICAO CONSTITUCIONAL OU LEGAL DE RECEITAS – INTER OFSS - UNIAO";S;05;F;N;P;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
3.5.2.1.3.05.00.00.00.00.00.000;02;0201;0,00;0,00;300,69;0,00;300,69;0,00;"RESTITUICAO E TRANSFERENCIA E CONVENIO RECEBIDO DA UNIAO";A;06;F;S;P;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
3.5.2.2.0.00.00.00.00.00.00.000;02;0201;0,00;0,00;1.682.093,77;42.799,00;1.639.294,77;0,00;"TRANSFERENCIAS AO FUNDEB";S;04;F;N;P;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
3.5.2.2.4.00.00.00.00.00.00.000;02;0201;0,00;0,00;1.682.093,77;42.799,00;1.639.294,77;0,00;"TRANSFERENCIAS AO FUNDEB - INTER-OFSS – ESTADO";S;05;F;N;P;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
3.5.2.2.4.00.01.00.00.00.00.000;02;0201;0,00;0,00;880.290,01;0,00;880.290,01;0,00;"TRANSFERENCIAS AO FUNDEB - FPM";A;07;F;S;P;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
3.5.2.2.4.00.02.00.00.00.00.000;02;0201;0,00;0,00;11,35;1,23;10,12;0,00;"TRANSFERENCIAS AO FUNDEB - ITR";A;07;F;S;P;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
3.5.2.2.4.00.04.00.00.00.00.000;02;0201;0,00;0,00;685.647,61;6.111,58;679.536,03;0,00;"TRANSFERENCIAS AO FUNDEB - ICMS";A;07;F;S;P;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
3.5.2.2.4.00.05.00.00.00.00.000;02;0201;0,00;0,00;107.398,19;36.173,58;71.224,61;0,00;"TRANSFERENCIAS AO FUNDEB - IPVA";A;07;F;S;P;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
3.5.2.2.4.00.06.00.00.00.00.000;02;0201;0,00;0,00;8.746,61;512,61;8.234,00;0,00;"TRANSFERENCIAS AO FUNDEB - IPI";A;07;F;S;P;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
3.5.3.0.0.00.00.00.00.00.00.000;02;0201;0,00;0,00;35.452,00;24.400,00;11.052,00;0,00;"TRANSFERENCIAS A INSTITUICOES PRIVADAS";S;03;F;N;P;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
3.5.3.1.0.00.00.00.00.00.00.000;02;0201;0,00;0,00;35.452,00;24.400,00;11.052,00;0,00;"TRANSFERENCIAS A INSTITUICOES PRIVADAS SEM FINS LUCRATIVOS";S;04;F;N;P;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
3.5.3.1.1.00.00.00.00.00.00.000;02;0201;0,00;0,00;35.452,00;24.400,00;11.052,00;0,00;"TRANSFERENCIAS A INSTITUICOES PRIVADAS SEM FINS LUCRATIVOS - CONSOLIDACAO";S;05;F;N;P;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
3.5.3.1.1.03.00.00.00.00.00.000;02;0201;0,00;0,00;35.452,00;24.400,00;11.052,00;0,00;"SUBVENCOES SOCIAIS";A;06;F;S;P;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
3.6.0.0.0.00.00.00.00.00.00.000;02;0201;0,00;0,00;125.731,87;0,00;125.731,87;0,00;"DESVALORIZACAO E PERDA DE ATIVOS E INCORPORACAO DE PASSIVOS";S;02;F;N;P;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
3.6.1.0.0.00.00.00.00.00.00.000;02;0201;0,00;0,00;34.781,72;0,00;34.781,72;0,00;"REAVALIACAO, REDUCAO A VALOR RECUPERAVEL E AJUSTE PARA PERDAS";S;03;F;N;P;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
3.6.1.4.0.00.00.00.00.00.00.000;02;0201;0,00;0,00;34.781,72;0,00;34.781,72;0,00;"REDUCAO A VALOR RECUPERAVEL DE INVESTIMENTOS";S;04;F;N;P;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
3.6.1.4.1.00.00.00.00.00.00.000;02;0201;0,00;0,00;34.781,72;0,00;34.781,72;0,00;"REDUCAO A VALOR RECUPERAVEL DE INVESTIMENTOS - CONSOLIDACAO";S;05;F;N;P;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
3.6.1.4.1.03.00.00.00.00.00.000;10;1001;0,00;0,00;34.781,72;0,00;34.781,72;0,00;"REDUCAO A VALOR RECUPERAVEL DE INVESTIMENTOS DO RPPS DE LONGO PRAZO";A;06;F;S;P;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
3.6.5.0.0.00.00.00.00.00.00.000;02;0201;0,00;0,00;90.950,15;0,00;90.950,15;0,00;"DESINCORPORACAO DE ATIVOS";S;03;F;N;P;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
3.6.5.1.1.00.00.00.00.00.00.000;02;0201;0,00;0,00;90.950,15;0,00;90.950,15;0,00;"DESINCORPORACAO DE ATIVOS - CONSOLIDACAO";S;05;F;N;P;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
3.6.5.1.1.02.00.00.00.00.00.000;02;0201;0,00;0,00;35,30;0,00;35,30;0,00;"DESINCORPORACAO DE DIVIDA ATIVA NAO TRIBUTARIA";A;06;F;S;P;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
3.6.5.1.1.03.00.00.00.00.00.000;02;0201;0,00;0,00;90.914,85;0,00;90.914,85;0,00;"DESINCORPORACAO DE CREDITOS A RECEBER";A;06;F;S;P;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
3.7.0.0.0.00.00.00.00.00.00.000;02;0201;0,00;0,00;102.429,54;0,04;102.429,50;0,00;TRIBUTARIAS;S;02;F;N;P;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
3.7.2.0.0.00.00.00.00.00.00.000;02;0201;0,00;0,00;102.429,54;0,04;102.429,50;0,00;CONTRIBUICOES;S;03;F;N;P;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
3.7.2.1.0.00.00.00.00.00.00.000;02;0201;0,00;0,00;102.429,54;0,04;102.429,50;0,00;"CONTRIBUICOES SOCIAIS";S;04;F;N;P;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
3.7.2.1.3.00.00.00.00.00.00.000;02;0201;0,00;0,00;102.429,54;0,04;102.429,50;0,00;"CONTRIBUICOES SOCIAIS - INTER OFSS - UNIAO";S;05;F;N;P;;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
